# Las Cruces (Up to date)
# 1785 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (61.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
17.832,6539.1,255.77,-15.126,267.26,15.238,1569.3,1.0509,1569.3,0.03837,77.523,1.8465,33,-106.98,9.7713,0.035273,-9.8808e-7,1.4885,-0.0089205,24042,0,22.051,0.1079,268.54,179.88,5.8179,0.85374,31666171,0,135.69,0.38173,0.38174,0.22331,0.050579,0.10785,0.0063107,0.037079,-4.5045e-4,0,0,0,0,8.2639e-5,0.033257,15.24,182.41,72.188,0.07294,NaN,-27.332,380.88,314.74,0.05,0.4135
17.882,6551.9,255.02,-15.119,266.51,15.217,1573.2,1.0562,1573.2,0.038466,77.434,1.7194,33,-106.98,9.7713,0.012732,-9.9008e-7,-1.5566,-0.029287,24042,0,22.051,0.1079,268.56,179.88,5.8189,0.85156,31548291,0,134.62,0.38133,0.38133,0.22352,0.050206,0.10761,0.0022725,0.013258,2.4806e-4,0,0,0,0,-9.089e-5,0.033166,15.24,182.41,72.111,0.073963,NaN,-27.454,380.19,314.66,0.05,0.41428
17.932,6564.6,254.26,-15.11,265.77,15.195,1577,1.0614,1577,0.038562,77.35,1.605,33,-106.98,9.7712,0.056166,-9.6469e-7,-1.3088,-0.0065988,24042,0,22.051,0.1079,268.29,179.88,5.8011,0.84938,31430620,0,133.55,0.38094,0.38094,0.22373,0.04984,0.10736,0.010035,0.057934,7.8142e-5,0,0,0,0,-6.4609e-5,0.033075,15.24,182.41,72.038,0.074679,NaN,-27.575,379.51,314.59,0.05,0.41505
17.982,6577.3,253.51,-15.082,265.02,15.162,1580.9,1.0667,1580.9,0.038659,77.272,1.5491,33,-106.98,9.7712,0.075768,-1.1037e-6,-0.81049,-0.0044721,24042,0,22.051,0.1079,268.12,179.88,5.7902,0.84721,31314000,0,132.5,0.38055,0.38056,0.22394,0.049485,0.10712,0.013535,0.078318,2.239e-4,0,0,0,0,-2.4916e-5,0.032984,15.24,182.41,71.984,0.074884,NaN,-27.696,378.82,314.51,0.05,0.41583
18.032,6590,252.75,-15.066,264.28,15.136,1584.8,1.072,1584.8,0.038755,77.196,1.4488,33,-106.98,9.7711,0.11242,-1.1171e-6,-0.19378,-0.0036608,24042,0,22.051,0.1079,267.87,179.88,5.774,0.84484,3.119e7,0,131.39,0.38014,0.38015,0.22417,0.049104,0.10686,0.020095,0.11614,2.5517e-4,0,0,0,0,-1.4329e-6,0.032893,15.24,182.41,71.958,0.074531,NaN,-27.817,378.14,314.44,0.05,0.41686
18.082,6602.6,252,-15,263.54,15.076,1588.6,1.0772,1588.6,0.038852,77.124,1.5113,33,-106.98,9.7711,0.081636,-1.2682e-6,0.59298,-0.0039632,24042,0,22.051,0.1079,267.93,179.88,5.7773,0.84262,31072259,0,130.34,0.37976,0.37977,0.22439,0.048754,0.10662,0.014552,0.08417,2.2218e-4,0,0,0,0,1.3496e-5,0.032803,15.24,182.41,71.969,0.073918,NaN,-27.937,377.47,314.37,0.05,0.41773
18.132,6615.2,251.25,-14.91,262.8,15.001,1592.5,1.0825,1592.5,0.038948,77.044,1.6509,33,-106.98,9.7711,0.017222,-1.3432e-6,0.90665,-0.019627,24042,0,22.051,0.1079,268.12,179.88,5.7903,0.84043,30958242,0,129.31,0.37939,0.37939,0.2246,0.048417,0.10638,0.0030562,0.017399,4.0475e-4,0,0,0,0,3.1729e-5,0.032714,15.24,182.41,72.008,0.073453,NaN,-28.057,376.82,314.3,0.05,0.41866
18.182,6627.7,250.51,-14.822,262.06,14.929,1596.3,1.0878,1596.3,0.039045,76.959,1.7831,33,-106.98,9.771,0.045498,-1.3697e-6,-0.82013,-0.0090744,24042,0,22.051,0.1079,267.92,179.88,5.7769,0.83822,30843620,0,128.3,0.37903,0.37903,0.22481,0.048083,0.10614,0.0080763,0.046999,-9.2137e-5,0,0,0,0,-2.6111e-5,0.032624,15.24,182.41,72.053,0.073199,NaN,-28.177,376.18,314.22,0.05,0.41952
18.232,6640.2,249.77,-14.746,261.33,14.866,1600.2,1.0931,1600.2,0.039141,76.867,1.8846,33,-106.98,9.771,0.095205,-1.4719e-6,-0.31959,-0.0057796,24042,0,22.051,0.1079,267.62,179.88,5.7575,0.83604,3.073e7,0,127.3,0.37868,0.37869,0.22502,0.047759,0.1059,0.016924,0.096999,-4.5506e-4,0,0,0,0,-3.9876e-6,0.032534,15.24,182.41,72.083,0.073601,NaN,-28.296,375.54,314.15,0.05,0.42035
18.282,6652.7,249.03,-14.689,260.6,14.815,1604,1.0985,1604,0.039237,76.771,1.9269,33,-106.98,9.7709,0.11917,-1.2821e-6,0.41369,-0.0046413,24042,0,22.051,0.1079,267.44,179.88,5.7455,0.83389,30618033,0,126.32,0.37834,0.37836,0.22523,0.047445,0.10566,0.021186,0.12218,-2.9998e-4,0,0,0,0,6.7191e-6,0.032445,15.24,182.41,72.082,0.074414,NaN,-28.415,374.9,314.08,0.05,0.42113
18.332,6665.1,248.3,-14.646,259.87,14.773,1607.9,1.1038,1607.9,0.039333,76.675,1.932,33,-106.98,9.7709,0.12588,-1.3703e-6,1.2373,-0.0041418,24042,0,22.051,0.1079,267.34,179.88,5.7387,0.83185,3.051e7,0,125.39,0.37803,0.37804,0.22543,0.047154,0.10544,0.022363,0.12804,1.1056e-4,0,0,0,0,6.0431e-5,0.032356,15.24,182.41,72.04,0.075209,NaN,-28.534,374.26,314.01,0.05,0.42192
18.382,6677.5,247.57,-14.639,259.14,14.752,1611.7,1.1091,1611.7,0.03943,76.58,1.8289,33,-106.98,9.7709,0.084688,-1.2906e-6,1.9825,-0.0054707,24042,0,22.051,0.1079,267.44,179.88,5.7455,0.82978,30401647,0,124.45,0.37771,0.37772,0.22563,0.046862,0.10522,0.014997,0.086286,-2.3794e-4,0,0,0,0,1.5597e-4,0.032267,15.24,182.41,71.959,0.075845,NaN,-28.652,373.62,313.94,0.05,0.42274
18.432,6689.9,246.84,-14.662,258.42,14.752,1615.5,1.1145,1615.5,0.039526,76.493,1.6287,33,-106.98,9.7708,6.9325e-4,-1.2818e-6,-2.2513,-0.34004,24042,0,22.051,0.1079,267.73,179.88,5.7644,0.82762,3.029e7,0,123.49,0.37739,0.37739,0.22584,0.046564,0.10498,1.221e-4,9.8805e-4,3.4055e-4,0,0,0,0,-2.0229e-4,0.032179,15.24,182.41,71.85,0.076083,NaN,-28.77,372.99,313.86,0.05,0.42381
18.482,6702.2,246.1,-14.71,257.69,14.772,1619.3,1.1198,1619.3,0.039622,76.418,1.3473,33,-106.98,9.7708,0.1228,-1.2272e-6,-1.9068,5.7917e-4,24042,0,22.051,0.1079,267.11,179.88,5.7241,0.82528,30171964,0,122.48,0.37704,0.37706,0.22607,0.046246,0.10473,0.021739,0.12504,-9.7831e-5,0,0,0,0,-1.46e-4,0.032091,15.24,182.41,71.742,0.076159,NaN,-28.887,372.36,313.79,0.05,0.42494
18.532,6714.5,245.37,-14.69,256.97,14.747,1623.2,1.1252,1623.2,0.039718,76.355,1.2882,33,-106.98,9.7708,0.14718,-1.3002e-6,-0.89994,0.0016316,24042,0,22.051,0.1079,266.94,179.88,5.7123,0.82322,30064258,0,121.58,0.37675,0.37678,0.22627,0.045971,0.10451,0.026062,0.14884,-2.0206e-4,0,0,0,0,-3.2701e-5,0.032003,15.24,182.41,71.671,0.076322,NaN,-29.004,371.73,313.72,0.05,0.42573
18.582,6726.7,244.63,-14.622,256.25,14.687,1627,1.1306,1627,0.039814,76.288,1.3791,33,-106.98,9.7707,0.10366,-1.5778e-6,-0.10552,0.001039,24042,0,22.051,0.1079,267.05,179.88,5.7201,0.82126,29960700,0,120.71,0.37648,0.37649,0.22646,0.045715,0.1043,0.018296,0.10456,-1.1613e-4,0,0,0,0,-4.5196e-7,0.031916,15.24,182.41,71.647,0.076586,NaN,-29.121,371.1,313.65,0.05,0.42649
18.632,6738.9,243.91,-14.543,255.54,14.62,1630.8,1.1359,1630.8,0.03991,76.216,1.5006,33,-106.98,9.7707,0.044217,-1.5337e-6,0.37709,-3.4624e-4,24042,0,22.051,0.1079,267.24,179.88,5.7323,0.81924,29854887,0,119.82,0.3762,0.3762,0.22666,0.045454,0.10408,0.0077725,0.044307,-3.8088e-4,0,0,0,0,5.8027e-6,0.031828,15.24,182.41,71.656,0.076621,NaN,-29.237,370.47,313.58,0.05,0.42726
18.682,6751.1,243.18,-14.486,254.82,14.568,1634.6,1.1413,1634.6,0.040006,76.139,1.5462,33,-106.98,9.7706,0.01726,-1.5138e-6,0.51947,-0.0044889,24042,0,22.051,0.1079,267.28,179.88,5.7349,0.817,29741548,0,118.87,0.37589,0.37589,0.22688,0.04517,0.10384,0.0030263,0.017679,-3.5323e-4,0,0,0,0,1.1077e-5,0.031741,15.24,182.41,71.679,0.076538,NaN,-29.353,369.85,313.51,0.05,0.428
18.732,6763.3,242.46,-14.413,254.11,14.507,1638.4,1.1468,1638.4,0.040103,76.06,1.6493,33,-106.98,9.7706,0.036542,-1.5109e-6,-0.5187,-0.0038724,24042,0,22.051,0.1079,267.12,179.88,5.7245,0.81488,29632567,0,117.97,0.37561,0.37561,0.22709,0.044905,0.10362,0.0064068,0.036865,-1.6897e-4,0,0,0,0,-1.1107e-5,0.031654,15.24,182.41,71.706,0.076565,NaN,-29.469,369.23,313.44,0.05,0.42874
18.782,6775.4,241.74,-14.348,253.4,14.452,1642.2,1.1522,1642.2,0.040199,75.975,1.7252,33,-106.98,9.7706,0.077888,-1.5121e-6,-0.11648,-0.0014469,24042,0,22.051,0.1079,266.87,179.88,5.7078,0.81276,29523885,0,117.08,0.37533,0.37534,0.2273,0.044644,0.10339,0.013671,0.078062,-6.2567e-5,0,0,0,0,-5.6327e-7,0.031568,15.24,182.41,71.723,0.076686,NaN,-29.584,368.6,313.37,0.05,0.4295
18.832,6787.4,241.02,-14.262,252.69,14.386,1646,1.1576,1646,0.040295,75.886,1.8813,33,-106.98,9.7705,0.155,-1.7437e-6,0.52145,-0.0018699,24042,0,22.051,0.1079,266.47,179.88,5.6817,0.81094,29426122,0,116.3,0.3751,0.37513,0.22748,0.044423,0.1032,0.027293,0.15542,3.977e-4,0,0,0,0,1.1345e-5,0.031481,15.24,182.41,71.715,0.076957,NaN,-29.7,367.98,313.3,0.05,0.43036
18.882,6799.5,240.31,-14.201,251.98,14.336,1649.8,1.163,1649.8,0.040391,75.789,1.9652,33,-106.98,9.7705,0.19751,-1.8464e-6,1.6689,-0.0031628,24042,0,22.051,0.1079,266.23,179.88,5.6657,0.80918,29330933,0,115.54,0.37489,0.37493,0.22766,0.044213,0.10301,0.034825,0.1972,-1.4956e-4,0,0,0,0,1.1676e-4,0.031395,15.24,182.41,71.661,0.077385,NaN,-29.814,367.37,313.23,0.05,0.43125
18.932,6811.5,239.6,-14.213,251.27,14.328,1653.6,1.1685,1653.6,0.040487,75.693,1.8156,33,-106.98,9.7705,0.13038,-1.8004e-6,2.7274,-0.0050069,24042,0,22.051,0.1079,266.44,179.88,5.6802,0.80718,29227136,0,114.7,0.37464,0.37466,0.22786,0.043977,0.1028,0.022885,0.12984,3.9926e-4,0,0,0,0,3.1353e-4,0.031309,15.24,182.41,71.549,0.07784,NaN,-29.929,366.75,313.16,0.05,0.43206
18.982,6823.4,238.89,-14.232,250.57,14.328,1657.4,1.1739,1657.4,0.040583,75.607,1.6532,33,-106.98,9.7704,0.053812,-1.7038e-6,3.2346,-0.015797,24042,0,22.051,0.1079,266.71,179.88,5.6977,0.80531,29128431,0,113.91,0.37441,0.37441,0.22805,0.04376,0.1026,0.0093995,0.053356,-2.204e-4,0,0,0,0,4.4321e-4,0.031223,15.24,182.41,71.398,0.078225,NaN,-30.043,366.14,313.09,0.05,0.43286
19.032,6835.4,238.18,-14.266,249.87,14.34,1661.1,1.1794,1661.1,0.040679,75.529,1.4478,33,-106.98,9.7704,0.045735,-1.6705e-6,-3.3018,-0.018683,24042,0,22.051,0.1079,266.68,179.88,5.6958,0.8034,29028365,0,113.11,0.37418,0.37419,0.22824,0.043542,0.1024,0.0079779,0.045415,-1.2428e-4,0,0,0,0,-4.6422e-4,0.031137,15.24,182.41,71.233,0.078455,NaN,-30.156,365.53,313.02,0.05,0.43379
19.082,6847.3,237.46,-14.302,249.17,14.356,1664.9,1.1848,1664.9,0.040775,75.462,1.2422,33,-106.98,9.7703,0.14563,-1.5036e-6,-2.7112,-0.0049345,24042,0,22.051,0.1079,266.18,179.88,5.6629,0.80142,28925856,0,112.3,0.37395,0.37397,0.22844,0.043317,0.1022,0.025513,0.14513,2.7926e-4,0,0,0,0,-3.1469e-4,0.031052,15.24,182.41,71.08,0.078596,NaN,-30.27,364.92,312.96,0.05,0.43463
19.132,6859.1,236.75,-14.333,248.47,14.371,1668.7,1.1903,1668.7,0.040871,75.404,1.0445,33,-106.98,9.7703,0.24048,-1.4966e-6,-1.5989,-0.0029055,24042,0,22.051,0.1079,265.7,179.88,5.6313,0.79925,28816843,0,111.45,0.37369,0.37376,0.22865,0.043076,0.10197,0.042297,0.23786,-1.6916e-4,0,0,0,0,-1.1009e-4,0.030967,15.24,182.41,70.97,0.078422,NaN,-30.383,364.31,312.89,0.05,0.43577
19.182,6870.9,236.03,-14.296,247.77,14.334,1672.4,1.1958,1672.4,0.040967,75.354,1.0496,33,-106.98,9.7703,0.23614,-1.7344e-6,-0.11298,-0.0012848,24042,0,22.051,0.1079,265.65,179.88,5.628,0.79723,28713359,0,110.64,0.37346,0.37353,0.22885,0.042854,0.10176,0.041484,0.23375,3.359e-4,0,0,0,0,-5.5273e-7,0.030883,15.24,182.41,70.927,0.078133,NaN,-30.495,363.7,312.82,0.05,0.43665
19.232,6882.7,235.32,-14.226,247.07,14.272,1676.2,1.2013,1676.2,0.041063,75.298,1.1436,33,-106.98,9.7702,0.18551,-1.5835e-6,1.0699,-0.0019605,24042,0,22.051,0.1079,265.8,179.88,5.6376,0.79511,28606757,0,109.79,0.37322,0.37326,0.22906,0.042625,0.10154,0.032472,0.18309,-1.0361e-4,0,0,0,0,4.9853e-5,0.030798,15.24,182.41,70.953,0.077916,NaN,-30.608,363.1,312.75,0.05,0.43746
19.282,6894.5,234.61,-14.12,246.38,14.184,1680,1.2068,1680,0.04116,75.237,1.3419,33,-106.98,9.7702,0.08012,-1.5795e-6,1.8892,-0.004819,24042,0,22.051,0.1079,266.18,179.88,5.6629,0.79303,28501357,0,108.96,0.37299,0.373,0.22927,0.042403,0.10132,0.013933,0.078319,-4.5027e-4,0,0,0,0,1.5633e-4,0.030714,15.24,182.41,71.029,0.077986,NaN,-30.72,362.49,312.68,0.05,0.43826
19.332,6906.2,233.91,-13.98,245.69,14.078,1683.7,1.2124,1683.7,0.041256,75.163,1.6548,33,-106.98,9.7702,0.085805,-1.5575e-6,-1.8937,-0.007294,24042,0,22.051,0.1079,266.09,179.88,5.6572,0.79114,28403440,0,108.21,0.37279,0.3728,0.22946,0.042205,0.10113,0.014913,0.084117,1.5623e-4,0,0,0,0,-1.5789e-4,0.03063,15.24,182.41,71.127,0.078444,NaN,-30.831,361.89,312.62,0.05,0.43908
19.382,6917.8,233.21,-13.894,245,14.01,1687.5,1.2179,1687.5,0.041352,75.075,1.8017,33,-106.98,9.7701,0.16875,-1.6308e-6,-1.0793,-0.0055123,24042,0,22.051,0.1079,265.66,179.88,5.6289,0.78899,28296089,0,107.39,0.37256,0.37259,0.22967,0.041982,0.10091,0.029429,0.16526,-2.7342e-4,0,0,0,0,-5.1587e-5,0.030546,15.24,182.41,71.204,0.079251,NaN,-30.943,361.3,312.55,0.05,0.43988
19.432,6929.5,232.52,-13.837,244.31,13.962,1691.2,1.2235,1691.2,0.041448,74.983,1.8666,33,-106.98,9.7701,0.20934,-1.618e-6,-0.051818,-0.0036647,24042,0,22.051,0.1079,265.42,179.88,5.6128,0.78687,2.819e7,0,106.58,0.37233,0.37238,0.22988,0.041765,0.10069,0.036551,0.20498,-3.6923e-4,0,0,0,0,-1.1961e-7,0.030462,15.24,182.41,71.233,0.079973,NaN,-31.054,360.7,312.48,0.05,0.44086
19.482,6941.1,231.83,-13.796,243.62,13.924,1695,1.229,1695,0.041544,74.889,1.8877,33,-106.98,9.7701,0.22578,-1.6117e-6,1.1708,-0.0023139,24042,0,22.051,0.1079,265.28,179.88,5.604,0.78491,2.809e7,0,105.82,0.37213,0.37219,0.23008,0.041567,0.10049,0.039419,0.22088,3.798e-4,0,0,0,0,6.1394e-5,0.030378,15.24,182.41,71.205,0.080345,NaN,-31.164,360.1,312.41,0.05,0.44151
19.532,6952.7,231.14,-13.792,242.94,13.909,1698.7,1.2346,1698.7,0.04164,74.797,1.7979,33,-106.98,9.77,0.18369,-1.5037e-6,2.3204,-0.0049363,24042,0,22.051,0.1079,265.4,179.88,5.6116,0.78296,27990543,0,105.06,0.37193,0.37197,0.23027,0.041373,0.10029,0.031972,0.17897,-7.8418e-5,0,0,0,0,2.4245e-4,0.030295,15.24,182.41,71.117,0.080602,NaN,-31.275,359.51,312.35,0.05,0.44198
19.582,6964.2,230.45,-13.827,242.26,13.919,1702.5,1.2401,1702.5,0.041736,74.711,1.5968,33,-106.98,9.77,0.081192,-1.5459e-6,3.0688,-0.0064538,24042,0,22.051,0.1079,265.78,179.88,5.6364,0.78095,27889176,0,104.29,0.37173,0.37174,0.23048,0.041175,0.10008,0.014043,0.078795,-3.5749e-4,0,0,0,0,4.2643e-4,0.030211,15.24,182.41,70.98,0.080691,NaN,-31.385,358.92,312.28,0.05,0.44241
19.632,6975.7,229.75,-13.894,241.57,13.954,1706.2,1.2457,1706.2,0.041832,74.638,1.3002,33,-106.98,9.77,0.075046,-1.5154e-6,-3.1123,-0.0010134,24042,0,22.051,0.1079,265.73,179.88,5.6335,0.77877,27782120,0,103.48,0.37152,0.37152,0.23069,0.040965,0.099859,0.012963,0.073777,-4.8395e-4,0,0,0,0,-4.4124e-4,0.030128,15.24,182.41,70.822,0.080507,NaN,-31.494,358.33,312.21,0.05,0.44281
19.682,6987.2,229.06,-13.945,240.89,13.985,1709.9,1.2513,1709.9,0.041928,74.58,1.0558,33,-106.98,9.7699,0.20423,-1.4835e-6,-2.3232,5.471e-4,24042,0,22.051,0.1079,265.11,179.88,5.5923,0.77662,27676115,0,102.7,0.37131,0.37135,0.23091,0.040759,0.099641,0.035486,0.19884,8.9782e-5,0,0,0,0,-2.4734e-4,0.030046,15.24,182.41,70.683,0.080452,NaN,-31.604,357.74,312.15,0.05,0.44322
19.732,6998.6,228.36,-13.968,240.21,13.997,1713.7,1.2569,1713.7,0.042025,74.532,0.89216,33,-106.98,9.7699,0.28956,-1.6032e-6,-1.0118,-2.1244e-4,24042,0,22.051,0.1079,264.67,179.88,5.5637,0.77442,27568457,0,101.91,0.37109,0.37119,0.23112,0.040551,0.099418,0.050492,0.28101,2.5227e-4,0,0,0,0,-4.7203e-5,0.029964,15.24,182.41,70.598,0.080279,NaN,-31.713,357.15,312.08,0.05,0.44362
19.782,7010,227.66,-13.911,239.54,13.944,1717.4,1.2625,1717.4,0.042121,74.487,0.96361,33,-106.98,9.7698,0.24892,-1.467e-6,0.50409,-9.9162e-4,24042,0,22.051,0.1079,264.78,179.88,5.571,0.77246,2.747e7,0,101.17,0.37091,0.37098,0.23132,0.040369,0.09922,0.043274,0.2415,-2.8808e-5,0,0,0,0,1.1781e-5,0.029882,15.24,182.41,70.586,0.080126,NaN,-31.821,356.57,312.02,0.05,0.44411
19.832,7021.4,226.97,-13.813,238.86,13.861,1721.1,1.2682,1721.1,0.042217,74.434,1.15,33,-106.98,9.7698,0.1431,-1.7849e-6,1.5087,-0.0023342,24042,0,22.051,0.1079,265.17,179.88,5.5967,0.77052,27371851,0,100.44,0.37074,0.37076,0.23152,0.04019,0.099025,0.024717,0.13827,4.4411e-4,0,0,0,0,1.061e-4,0.0298,15.24,182.41,70.639,0.080281,NaN,-31.93,355.98,311.95,0.05,0.44471
19.882,7032.7,226.28,-13.68,238.19,13.756,1724.8,1.2738,1724.8,0.042313,74.37,1.4437,33,-106.98,9.7698,0.025572,-1.9182e-6,-1.8694,-0.023561,24042,0,22.051,0.1079,265.63,179.88,5.6265,0.76873,27279300,0,99.765,0.37058,0.37058,0.2317,0.040027,0.098844,0.004386,0.024391,3.5339e-4,0,0,0,0,-1.6372e-4,0.029718,15.24,182.41,70.727,0.080671,NaN,-32.038,355.4,311.88,0.05,0.44516
19.932,7044,225.6,-13.571,237.52,13.673,1728.5,1.2794,1728.5,0.042409,74.291,1.6678,33,-106.98,9.7697,0.15758,-2.0478e-6,-1.3302,-0.0052639,24042,0,22.051,0.1079,264.99,179.88,5.5849,0.76681,27182468,0,99.07,0.37041,0.37044,0.2319,0.039855,0.098652,0.027196,0.1518,1.6634e-4,0,0,0,0,-8.3354e-5,0.029637,15.24,182.41,70.81,0.081273,NaN,-32.145,354.82,311.82,0.05,0.44557
19.982,7055.3,224.92,-13.532,236.85,13.636,1732.3,1.2851,1732.3,0.042505,74.206,1.6812,33,-106.98,9.7697,0.17393,-2.1037e-6,-0.42663,-0.0060156,24042,0,22.051,0.1079,264.85,179.88,5.5755,0.76453,27073389,0,98.273,0.3702,0.37024,0.23213,0.039653,0.098425,0.030015,0.1676,-3.2725e-4,0,0,0,0,-8.6286e-6,0.029555,15.24,182.41,70.854,0.08204,NaN,-32.253,354.24,311.75,0.05,0.44598
20.032,7066.5,224.25,-13.499,236.18,13.603,1736,1.2907,1736,0.042601,74.123,1.6806,33,-106.98,9.7697,0.18071,-1.9752e-6,0.42434,-0.0061623,24042,0,22.051,0.1079,264.76,179.88,5.5693,0.76242,2.697e7,0,97.529,0.37002,0.37006,0.23234,0.039468,0.098214,0.031169,0.17345,2.0003e-4,0,0,0,0,8.5871e-6,0.029474,15.24,182.41,70.854,0.082901,NaN,-32.36,353.67,311.69,0.05,0.44638
20.082,7077.7,223.57,-13.48,235.51,13.58,1739.7,1.2964,1739.7,0.042697,74.039,1.6438,33,-106.98,9.7696,0.16539,-1.8157e-6,1.319,-0.0070176,24042,0,22.051,0.1079,264.76,179.88,5.5695,0.76042,26871287,0,96.817,0.36985,0.36988,0.23254,0.039295,0.098015,0.028479,0.15819,1.9857e-4,0,0,0,0,8.3438e-5,0.029392,15.24,182.41,70.81,0.083693,NaN,-32.466,353.09,311.62,0.05,0.44678
20.132,7088.9,222.9,-13.476,234.85,13.567,1743.4,1.3021,1743.4,0.042793,73.959,1.5658,33,-106.98,9.7696,0.12483,-1.9771e-6,2.0295,-0.0085988,24042,0,22.051,0.1079,264.87,179.88,5.5771,0.75849,26774932,0,96.127,0.36969,0.36971,0.23274,0.03913,0.097824,0.021431,0.11909,1.3799e-4,0,0,0,0,1.9862e-4,0.029311,15.24,182.41,70.726,0.084223,NaN,-32.573,352.52,311.56,0.05,0.44732
20.182,7100,222.23,-13.505,234.19,13.576,1747.1,1.3078,1747.1,0.042889,73.884,1.3938,33,-106.98,9.7696,0.028478,-1.9317e-6,2.4513,-0.02936,24042,0,22.051,0.1079,265.23,179.88,5.6004,0.75644,26674528,0,95.407,0.36952,0.36952,0.23295,0.038957,0.097621,0.0048597,0.026549,-9.4094e-5,0,0,0,0,2.9147e-4,0.029231,15.24,182.41,70.612,0.084334,NaN,-32.679,351.95,311.5,0.05,0.44774
20.232,7111.1,221.55,-13.552,233.52,13.603,1750.8,1.3135,1750.8,0.042985,73.82,1.1661,33,-106.98,9.7695,0.10233,-1.9919e-6,-2.2717,-0.0044922,24042,0,22.051,0.1079,264.84,179.88,5.5748,0.75424,26571421,0,94.668,0.36934,0.36935,0.23316,0.038774,0.097404,0.017515,0.097537,1.5048e-4,0,0,0,0,-2.5189e-4,0.02915,15.24,182.41,70.491,0.084159,NaN,-32.785,351.41,311.43,0.05,0.44814
20.282,7122.2,220.87,-13.594,232.86,13.628,1754.5,1.3192,1754.5,0.043081,73.767,0.95687,33,-106.98,9.7695,0.22207,-2.0888e-6,-1.4842,-0.0017529,24042,0,22.051,0.1079,264.25,179.88,5.5364,0.75198,26466025,0,93.922,0.36915,0.36921,0.23339,0.038587,0.097181,0.038219,0.21203,2.5875e-4,0,0,0,0,-1.0821e-4,0.02907,15.24,182.41,70.395,0.083799,NaN,-32.89,350.87,311.37,0.05,0.44855
20.332,7133.2,220.19,-13.541,232.2,13.58,1758.1,1.3249,1758.1,0.043177,73.72,1.0304,33,-106.98,9.7695,0.17754,-1.9041e-6,-0.39358,-0.0011706,24042,0,22.051,0.1079,264.39,179.88,5.5454,0.75024,26379250,0,93.308,0.36902,0.36906,0.23357,0.038445,0.097011,0.030461,0.16932,-8.8993e-5,0,0,0,0,-7.6479e-6,0.028991,15.24,182.41,70.349,0.083437,NaN,-32.995,350.34,311.3,0.05,0.44915
20.382,7144.2,219.52,-13.464,231.55,13.515,1761.8,1.3306,1761.8,0.043273,73.664,1.171,33,-106.98,9.7694,0.090944,-1.8543e-6,0.18934,-0.0019403,24042,0,22.051,0.1079,264.71,179.88,5.5666,0.74851,26293032,0,92.7,0.36889,0.3689,0.23374,0.038306,0.096841,0.01552,0.086526,4.0379e-4,0,0,0,0,1.7789e-6,0.028911,15.24,182.41,70.345,0.083198,NaN,-33.1,349.8,311.24,0.05,0.44961
20.432,7155.1,218.84,-13.396,230.89,13.457,1765.5,1.3364,1765.5,0.043369,73.603,1.2823,33,-106.98,9.7694,0.018824,-1.9059e-6,0.45829,-0.0084708,24042,0,22.051,0.1079,264.97,179.88,5.5835,0.74662,26201532,0,92.057,0.36875,0.36875,0.23394,0.038156,0.096657,0.0031976,0.01793,1.8228e-4,0,0,0,0,1.0479e-5,0.028831,15.24,182.41,70.363,0.083175,NaN,-33.204,349.27,311.18,0.05,0.45005
20.482,7166.1,218.18,-13.371,230.24,13.43,1769.2,1.3421,1769.2,0.043465,73.538,1.2618,33,-106.98,9.7694,0.024193,-1.9166e-6,0.47959,-0.0070841,24042,0,22.051,0.1079,264.88,179.88,5.5775,0.74436,26096955,0,91.32,0.36857,0.36858,0.23416,0.037977,0.096437,0.0041068,0.022701,2.7356e-4,0,0,0,0,1.155e-5,0.028752,15.24,182.41,70.386,0.083464,NaN,-33.309,348.73,311.11,0.05,0.45046
